product_name,brands,nova_group,environmental_score_score,carbon_footprint_combined,nutrition_score_combined
Filets de poulet jaune extra tendres certifiés x 2,"Marque Repère, Volandry",4.0,45.0,450.8,-3.0
Escalopes de dinde extra tendres certifiées x 2,"Volandry,Marque Repère",4.0,43.0,598.0,-1.0
Cordon bleu poulet,"Côté Croc,Marque Repère,Pic'Express",4.0,35.0,200.9,3.0
Escalopes cordon bleu comté x 2,"Pic' express,Marque Repère",4.0,23.0,363.4,12.0
Nuggets,"Pic'Express,Marque Repère",4.0,31.0,205.8,4.0
Saucisses volaille Volandry Aux herbes,"Volandry, Marque Repère",4.0,16.0,468.0,11.0
Filets de poulet blanc extra tendres certifiés x 2,"Volandry,Marque Repère",4.0,51.0,450.8,-3.0
Sandwich club triple poulet crudités,"Côté Snack, Marque Repère",4.0,37.0,79.38,3.0
Sandwich club triple jambon emmental salade,"Côté Snack,Marque Repère",4.0,33.0,244.2,11.0
Sandwich Club Gourmet jambon cheddar,"Côté Snack, Marque Repère",4.0,33.0,273.8,14.0
Pizza salmone,"Turini,Marque Repère",4.0,50.0,55.0,11.0
Tournedos de dinde certifiée,"Volandry,Marque Repère",4.0,46.0,565.5,0.0
Chicken'pic Croustillant,"Marque Repère, Pic'Express, Côté Croc",4.0,43.0,323.4,13.0
20 mini croque-monsieur,"Côté Table,Marque Repère",4.0,36.0,133.2,12.0
Manchons de poulet rôtis saveur bacon,"Pic' Express, Marque Repère",4.0,44.0,392.0,3.0
Manchons poulet crème oignon,"Pic'Express,Marque Repère",4.0,34.0,382.2,11.0
Moussaka boeuf,"Côté Table,Marque Repère",4.0,1.0,537.0,3.0
Tagliatelles à la carbonara surgelé,"Côté Table, Marque Repère",4.0,50.0,88.8,8.0
Poulet au curry et riz surgelé,"Marque Repère, Côté Table",4.0,15.0,68.6,3.0
Endives au jambon surgelées x 4,"Côté Table,Marque Repère",4.0,37.0,92.5,4.0
Poulet Basquaise Riz cuisiné aux tomates,"Côté Table,Marque Repère",4.0,23.0,87.22,2.0
Blanquette de volaille surgelée,"Marque Repère, Côté Table",4.0,23.0,83.3,2.0
Nouilles au poulet façon thaï,"Côté Table,Marque Repère",4.0,28.0,68.6,0.0
Gratin d'endives au jambon,"Côté Table,Marque Repère",4.0,40.0,164.28,3.0
Saucisses de volaille nature x 4,"Marque Repère, Volandry",4.0,-2.0,442.0,16.0
Saucisses de volaille aux herbes x 4,"Marque Repère, Volandry",4.0,-2.0,442.0,14.0
Saucisses de volaille au piment d'espelette x 4,"Marque Repère, Volandry",4.0,-2.0,455.0,15.0
Filet de Poulet et ses pommes de terre à la Sarladaise,"Côté Table,Marque Repère",4.0,27.0,147.0,3.0
Pizza burger saveur bolognaise x 2,"Turini,Marque Repère",4.0,33.0,358.0,12.0
Tuiles apéritives goût Poulet braisé,"Tokapi,Marque Repère",4.0,81.0,0.294,15.0
Crunchy filets de poulet nature,"Pic Express,Marque Repère",4.0,30.0,289.1,0.0
Crunchy filets de poulet saveur barbecue,"Pic Express,Marque Repère",4.0,29.0,298.9,1.0
Rösti lardons,"Pom'Lisse,Marque Repère",4.0,71.0,111.0,5.0
Pizza calzone bolognaise,"Turini,Marque Repère",3.0,26.0,2910.54,7.0
Dés de saumon fumé sésame et pavot,"Marque Repère, Ronde des Mers",3.0,10.0,605.15,19.0
Dés de saumon fumé nature,"Ronde des Mers,Marque Repère",3.0,10.0,630.5,18.0
Saumon fumé sauvage Alaska x 2,"Ronde des Mers,Marque Repère",3.0,25.0,630.5,16.0
"Légume du Soleil, penne, poulet Sauce Pesto","Menu Fraîcheur,Marque Repère",4.0,23.0,20.58,3.0
Lasagnes de poulet et champignons surgelées,"Côté Table,Marque Repère",4.0,40.0,73.5,4.0
Saumon à l'oseille et riz basmati,"Cote Table,Marque Repère",4.0,20.0,156.65,3.0
Tarte saumon fumé et épinards Hot & Good,"Côté Snack,Marque Repère",4.0,45.0,46.75,14.0
Quiche Lorraine Hot & Good,"Côté Snack,Marque Repère",4.0,29.0,142.82,18.0
Bagel saumon fumé sauce yaourt,"marque repere, Côté Snack",4.0,58.0,110.0,6.0
Rillettes de saumon,"Ronde des Mers, Marque Repère",4.0,6.0,292.5,1.0
Burger le campagnard,"Cote Snack,Marque Repère",4.0,31.0,95.06,11.0
Couscous royal,"Côté Table,Marque Repère",4.0,47.0,102.9,3.0
Paëlla royale,"Marque Repere,Côté Table",4.0,28.0,102.9,5.0
Salade créole au poulet et à l'ananas,"Menu Fraîcheur,Marque Repère",4.0,28.0,47.04,3.0
Salade aux aiguillettes de poulet façon basquaise,"Marque Repère, Côté Snack",4.0,44.0,52.43,-1.0
Quiche lorraine pâte pur beurre,"Côté Table,Marque Repère",4.0,53.0,74.0,15.0
Tartiflette,"Côté Table,Marque Repère",4.0,70.0,66.6,4.0
Hachis parmentier pur boeuf,"Côté Table,Marque Repère",3.0,13.0,716.0,3.0
Lasagnes pur bœuf,"Côté Table,Marque Repère",4.0,40.0,608.6,3.0
Chili con carné au piment de Cayenne,"Côté Table,Marque Repère",4.0,3.0,358.0,-1.0
Sandwich l'alsacien jambon emmental,"Marque Repère, Côté Snack",4.0,31.0,113.96,13.0
Poulet façon curry,"Côté Table,Marque Repère",4.0,26.0,220.5,3.0
Pizza jambon fromage sans gluten,"Chaque Jour Sans Gluten,Marque Repère",4.0,40.0,81.4,8.0
Saumon Fumé pour Toasts Citron et Aneth,"Ronde Des Mers,Marque repère",3.0,14.0,605.15,18.0
Tomates farcies Riz cuisiné aux oignons,"Côté Table,Marque Repère",4.0,36.0,161.1,3.0
Aiguillettes de poulet sauce moutarde + boulgour + legumes,"Côté Table,Marque Repère",4.0,23.0,137.2,1.0
Poulet basquaise et pommes de terre,"Cote Table,Marque Repère",4.0,28.0,122.5,1.0
Pizza méga cheese jambon fromage,"Turini,Marque Repère",4.0,40.0,155.4,14.0
Quart de jambon sec entier,"Saint-Azay,Marque Repère",3.0,-12.0,703.0,25.0
Salade,"Cöté Snack,Marque Repère",3.0,-8.0,44.4,4.0
Tartiflette,"Côté Table,Marque Repère",4.0,85.0,66.6,3.0
Sandwich baguette de campagne jambon emmental salade,"Côté Snack,Marque Repère",4.0,28.0,333.0,16.0
Sandwich baguette de campagne poulet tomate salade,"Côté Snack,Marque Repère",4.0,42.0,93.1,3.0
Sandwich viennois poulet rôti oeuf crudités,"Cote Snack,Marque Repère",4.0,37.0,58.8,4.0
Ravioli bolognaise,"Côté Table,Marque Repère",4.0,61.0,358.0,3.0
Mini brochettes de porc aux fines herbes x 4,"Pic' Express,Marque Repère",4.0,13.0,547.6,15.0
Mini brochettes de dinde au paprika x 4,"Pic'Express, Marque Repère",4.0,23.0,481.0,12.0
Lasagnes au saumon,"Côté Table, Marque Repère",4.0,58.0,87.25,3.0
Lasagnes à la bolognaise de boeuf,"Coté Table, Marque Repère",4.0,33.0,443.92,3.0
Le mini viennois,"Marque Repère, Côté Snack",4.0,33.0,218.3,14.0
Assortiment de petits pâté en croute nature et poulet/moutarde,"Marque Repère, Saint-Azay",4.0,-12.0,215.1,19.0
Ravioli pur boeuf,"Marque Repère,Côté Table",4.0,60.0,125.3,3.0
Cannelloni pur bœuf,"Côté Table,Marque Repère",4.0,33.0,179.0,3.0
Cannelloni pur boeuf,"Côté Table,Marque Repère",4.0,59.0,179.0,4.0
Chips ondulées saveur grillade aux herbes extra craquantes,"Pom'Lisse,Marque Repère",4.0,68.0,1.074,13.0
Pic express,"Côté Croc,Marque Repère,Pic'Express",4.0,35.0,200.9,13.0
Poulet au curry vert et riz sauce lait de coco,"Tables du Monde, Marque Repère",4.0,23.0,73.5,8.0
Tartinable poulet curry,"Marque Repère, Pic'Express",4.0,23.0,225.4,6.0
Mini cheese burgers cheddar x 10,"Marque Repère, Pic'Express",4.0,4.0,1217.2,15.0
Poulet au curry et son duo de riz,"Côté Table, Marque Repère",4.0,23.0,73.5,3.0
Wrap jambon fromage de brebis,"Marque Repère, Côté Snack",4.0,58.0,88.8,8.0
Sandwich Club Gourmet jambon cheddar,"Marque Repère,Côté Snack",4.0,28.0,244.2,12.0
Chicken pic saveur provençale,"Marque Repère,Pic'Express,Côté Croc",4.0,42.0,377.3,11.0
Aiguillettes de poulet marinées curry coco,"Marque Repère, Volandry",4.0,43.0,421.4,-1.0
Saumon fumé d'Ecosse 2 tranches,"Ronde des Mers, Marque Repère",3.0,31.0,630.5,1.0
Saumon fumé,"Marque Repère,Ronde des Mers",3.0,44.0,630.5,18.0
Ronde des mers,"Ronde des Mers, Marque Repère",3.0,31.0,630.5,17.0
Saumon fumé élevé en Norvège,"Ronde des Mers, Marque Repère",3.0,34.0,630.5,16.0
Saumon fumé de Norvège,"Marque Repère, Ronde des Mers",3.0,38.0,630.5,17.0
Saumon fumé,"Ronde des Mers, Marque Repère",3.0,28.0,630.5,17.0
Risotto au poulet et aux cèpes,"Côté Table, Marque Repère",4.0,51.0,63.7,3.0
Poulet tomates purée courgettes,"Côté Table,Marque Repère",4.0,23.0,83.3,3.0
Spaghetti à la bolognaise de boeuf aux oignons,"Côté Table,Marque Repère",4.0,31.0,429.6,4.0
Tagliatelles poulet & champignons,"Côté Table,Marque Repère",4.0,23.0,78.4,3.0
Côté Croc Grignot' de Poulet saveur Curry Coco 250 g,"Marque Repère, Pic'Express, Côté Croc",4.0,34.0,382.2,3.0
Aiguillettes poulet asiatique,"Marque Repère, Volandry",4.0,47.0,401.8,-1.0
Cuisses de poulet confits x2,"Marque Repère, Volandry",4.0,43.0,421.4,12.0
Rillettes de Saumon rose du Pacifique Ronde des Mers,Ronde des Mers Marque Repère,4.0,42.0,338.0,3.0
12 nems au poulet,Tables du monde,4.0,32.0,45.57,11.0
spécial burger saumon fumé,Marque Repère,4.0,39.0,522.5,16.0
Sauce bolognaise bio,"Bio Village,Marque Repère",3.0,39.0,501.2,3.0
Sauce bolognaise Bio,"Bio Village,Marque Repère",3.0,26.0,501.2,0.0
Bacon fumé au bois de hêtre,"Bio Village,Marque Repère",4.0,52.0,666.0,6.0
Mortadelle bio 10 tranches,"Bio Village,Marque Repère",4.0,39.0,636.4,19.0
Pizza au saumon bio cuite au feu de bois,"Bio Village,Marque Repère",3.0,70.0,71.5,11.0
Chili con Carne Riz,"Bio Village,Marque Repère",4.0,18.0,501.2,2.0
"Poulet au cury avec riz, quinoa et sarrasin bio","Bio Village, Marque Repère",4.0,37.0,78.4,3.0
Galette bio fourrées jambon emmental,"Bio Village,Marque Repère",4.0,96.0,55.5,11.0
Sandwich club jambon emmental bio,"Bio Village,Marque Repère",4.0,50.0,96.2,10.0
Sandwich club poulet crudités bio,"Bio Village,Marque Repère,Leclerc",4.0,59.0,98.0,5.0
Tajine de poulet et semoule semi-complète bio,"Bio Village,Marque Repère",4.0,42.0,132.3,2.0
Lasagnes à la bolognaise,"Bio Village,Marque Repère",3.0,75.0,501.2,5.0
Poulet basquaise et riz aux légumes bio,"Bio Village,Marque Repère",4.0,45.0,151.9,2.0
2 Flammekueches,"Nos Regions Ont Du Talent, Leclerc",4.0,50.0,125.8,11.0
Flammekueche d'Alsace,Nos Régions Ont du Talent,4.0,86.0,90.28,13.0
Tartiflette Gratinée au Reblochon de Savoie,Nos Régions ont du Talent,4.0,70.0,74.0,8.0
Véritables knacks d'Alsace,Nos Régions ont du Talent,4.0,31.0,603.2,19.0
Flammekueche Alsacienne,"Nos regions ont du talent,Leclerc",4.0,65.0,125.8,13.0
Jambon persille de bourgogne,"Nos Regions Ont Du Talent,Leclerc",4.0,34.0,592.0,11.0
2 Galettes de Bretagne Jambon et Emmental,Nos Régions ont du Talent,4.0,112.0,98.42,12.0
Confit de canard du sud ouest,"Nos régions ont du talent,Leclerc",3.0,8.0,25.9,6.0
Jambon Vendée x4 Nos Régions ont du Talent,"Nos regions ont du talent,Leclerc",4.0,40.0,688.2,24.0
Choucroute royale Alsacienne,"Nos Régions ont du Talent, Leclerc",4.0,62.0,48.1,8.0
Choucroute royale alsacienne,Nos Régions ont du Talent,4.0,57.0,59.94,8.0
Flammekueche d'Alsace,"Nos regions ont du talent, Leclerc",4.0,56.0,88.8,14.0
4 cervelas à l'alsacienne,"Nos régions ont du talent, Leclerc",4.0,45.0,631.7,23.0
Boudins Blanc De Reithel,Nos Régions ont du Talent,3.0,95.0,458.8,19.0
Poulet Basquaise,"Nos Regions Ont Du Talent,Leclerc",4.0,36.0,245.0,1.0
Cordons bleus de poulet,Argel,4.0,18.0,52.0,11.0
Steak Haché de Bœuf,Viol Frères,1.0,9.0,3580.0,12.0
Langue de Bœuf Sauce piquante,Conserverie St Christophe,3.0,4.0,10740.0,12.0
Filet de poulet rôti,Le gaulois,4.0,51.0,338.1,3.0
Terrine à cuire au Canard et aux noix,"Saveurs Forestières,L.D.C",4.0,17.0,240.5,15.0
Paupiette de lapin melon à la moutarde x3 s/atm,Le gaulois,4.0,31.0,421.2,14.0
Paupiette de lapin melon à la moutarde x3 s/atm,Le gaulois,4.0,31.0,421.2,14.0
La Rillette de saumon aneth et citron,Briau,4.0,6.0,221.0,17.0
Les lasagnes au saumon sauvage,Briau,3.0,63.0,86.45,14.0
Les lasagnes au saumon et épinard,Briau,3.0,63.0,86.45,13.0
Pizza reine,Casa Leonardo,4.0,53.0,59.2,15.0
Tartiflette aux maroilles,Saveur En Or,4.0,56.0,81.4,7.0
Saumon fumé,Le Saumon Des Connaisseurs,1.0,10.0,630.5,17.0
Plat cuisiné coq au vin de Cahors Baron d'Assayac,Baron d'Assayac,4.0,12.0,269.5,4.0
Sauce bolognaise,Les saveurs de Savino,4.0,43.0,501.2,5.0
Rillettes de saumon,Rillettes de Saumon,4.0,19.0,325.0,5.0
Panière mixte,L'apéritif,4.0,75.0,26.64,13.0
Lasagnes Gratinées à la Crème,Toni,3.0,54.0,1002.4,6.0
Poulet au maroilles,les Toques du Nord,4.0,28.0,269.5,7.0
"Bœuf Bourguignon, Pommes de Terre en Grenaille",Les Marmites D Augustine,4.0,25.0,1109.8,2.0
Fougasse gourmande aux lardons,BRIO'GEL,4.0,75.0,136.9,15.0
Blanc de poulet,Bâton Rouge,4.0,20.0,392.0,3.0
Filet de poulet grillé,Bâton Rouge,4.0,20.0,392.0,3.0
Kabanos,Bâton Rouge,4.0,3.0,799.5,21.0
Cordon bleu de dinde,Père Dodu,4.0,23.0,331.5,4.0
Cordon Bleu,Père Dodu,4.0,18.0,65.0,12.0
Crousty croc fromage,Père Dodu,4.0,34.0,167.15,13.0
Crousty Croc' Bacon de dinde Cheddar,Père Dodu,4.0,26.0,874.1,12.0
Cordon bleu de dinde,Père Dodu,4.0,24.0,1072.5,4.0
Cordon bleu de dinde,Père Dodu,4.0,33.0,331.5,4.0
Nuggets de poulet,Père Dodu,4.0,22.0,216.09,3.0
Nuggets de poulet familial,Père Dodu,4.0,21.0,267.54,2.0
Père dodu nuggets de poulet,Père Dodu,4.0,16.0,411.6,2.0
L'original nuggets aux filets de poulet,Père Dodu,4.0,23.0,267.54,2.0
Escalope cordon bleu de poulet 100% filets,Père Dodu,4.0,19.0,271.42,4.0
Cordon Bleu,Père Dodu,4.0,19.0,271.42,3.0
Cordon bleu de poulet,Père Dodu,4.0,24.0,944.5,4.0
Cordons bleus de poulet,Père Dodu,4.0,23.0,267.5,4.0
Escalope cordon bleu de poulet,Père Dodu,4.0,18.0,342.5,13.0
Escalope Cordon Bleu au Comté,Père Dodu,4.0,23.0,273.87,2.0
Cordon bleu poulet raclette,Père Dodu,4.0,33.0,61.75,2.0
Escalope cordon bleu double cheese,Père Dodu,4.0,23.0,249.82,3.0
Escalope au poivre,Père Dodu,4.0,23.0,196.0,4.0
Escalope cordon bleu de poulet -25% de sel,Père Dodu,4.0,34.0,272.4,1.0
Nuggets aux filets de poulet -25% de sel,Père Dodu,4.0,31.0,267.05,1.0
Crousty Toast Bacon de Dinde Poulet & Emmental fondu,Père Dodu,4.0,36.0,918.2,12.0
Pané de poulet & son sachet de sauce crème & fines herbes,Père Dodu,4.0,22.0,401.8,2.0
Escalope extra fine de poulet panée,Père Dodu,4.0,11.0,240.1,3.0
Crousti Tenders aiguillettes,Père Dodu,4.0,21.0,249.9,1.0
Escalope Cordon Bleu de Dinde 100% filet,Père Dodu,4.0,45.0,1040.0,12.0
Cordons Bleus de Dinde,Père Dodu,4.0,22.0,1040.0,12.0
Cordon bleu de poulet,Jean Stalaven,4.0,23.0,912.0,11.0
Cordon Bleu de Dinde,Père Dodu,4.0,22.0,312.0,13.0
Cordon bleu dinde,Pere Dodu,4.0,18.0,243.75,12.0
Nuggets aux filets de poulet -25% de sel,Père Dodu,4.0,30.0,411.6,1.0
Ballotins de poulet Farci,Pere Dodu,4.0,41.0,84.5,1.0
Croc jambon de dinde fromage,U,4.0,47.0,250.9,6.0
Cordon bleu de dinde 100% filets,Père Dodu,4.0,31.0,1079.0,5.0
L'authentique nuggets aux filets de poulet,Père Dodu,4.0,22.0,267.54,2.0
L'original nuggets aux filets de poulet,Père Dodu,4.0,22.0,267.54,2.0
L'originale escalope cordon bleu de dinde 100% filets,Père Dodu,4.0,42.0,318.5,4.0
cordon bleu,père dodu,4.0,56.0,318.5,4.0
Cordon bleu de dinde,Père Dodu,4.0,42.0,318.5,4.0
Escalope cordon bleu de dinde,Père Dodu,4.0,51.0,318.5,4.0
L'authentique escalope cordon bleu de dinde 100% filets,Père Dodu,4.0,42.0,318.5,4.0
L'authentique escalope cordon bleu,Père Dodu,4.0,47.0,318.5,4.0
L'authentique nuggets aux filets de poulet,Père Dodu,4.0,17.0,267.54,2.0
Escalope normande 100% filets,Père Dodu,4.0,27.0,225.25,2.0
Cordon bleu chevre,Père Dodu,4.0,47.0,264.12,1.0
Nuggets de poulet elevé sans traitement antibiotique,Père Dodu,4.0,44.0,267.54,1.0
Nuggets Emmental et jambon de dinde,Père Dodu,4.0,45.0,160.21,13.0
Escalope Pesto Rosso,"Pere Dodu,Père Dodu",4.0,33.0,196.0,2.0
Escalope Cordon Bleu de qualité supérieure,"L'Atelier Père Dodu,Père Dodu",3.0,46.0,399.0,1.0
Nuggets de poulet 100% filet,"L'Atelier Père Dodu, Père Dodu",3.0,44.0,343.0,-2.0
Escalope Cordon Bleu de poulet,Père Dodu,4.0,47.0,271.42,3.0
Nuggets de poulets panés cuits surgelés,"Galliance élaborés,Galliance",4.0,17.0,214.13,3.0
Escalope a la milanaise de qualite superieure,L'Atelier Père Dodu,4.0,36.0,435.5,-2.0
CHUNK DE POULET,PÈRE DODU,4.0,51.0,264.6,4.0
Cordon bleu mozzarella et jambon de dinde aux herbes,Père Dodu,4.0,36.0,269.1,1.0
Cordon bleu à l'emmental,Père Dodu,4.0,34.0,249.9,2.0
Tenders panure aux corn-flakes,Père Dodu,4.0,34.0,269.5,-1.0
Crousti nuggets de poulet chapelure riz souffle,Père Dodu,4.0,34.0,267.54,1.0
Cordon bleu de poulet 100% filets,Père Dodu,4.0,36.0,262.6,3.0
Crousti tenders épicé,Père Dodu,4.0,21.0,254.8,2.0
Panés de Dinde,Sans marque,4.0,36.0,39.2,4.0
Beignets de Volaille,"Sans marque,Soprat,Réfrigéré",4.0,20.0,309.5,11.0
Nuggets poulet,Dar Al Mazak,4.0,16.0,196.0,11.0
Terrine de lapin aux herbes de Provence,Auchan,4.0,38.0,202.5,17.0
"Paella, poulet colin, crevettes et chorizo","CUISINE D'AILLEURS, Auchan",4.0,33.0,33.32,2.0
Lardons fumés,"Auchan,Pouce",4.0,44.0,658.6,24.0
Saucisson cuit à l'ail goût fumé,"Pouce,Auchan",4.0,7.0,362.6,20.0
Jambon cru,"Pouce,Auchan",4.0,-1.0,690.42,26.0
Jambon cru,"Pouce,Auchan",4.0,-1.0,690.42,26.0
Quiche Lorraine à la crème fraîche,Auchan,4.0,47.0,71.04,14.0
Blanc de Poulet 4 tranches,"Auchan,Pouce,Auchan Production,Groupe Auchan",4.0,19.0,328.3,13.0
Pâté de campagne qualité supérieure,"Pouce, Auchan",4.0,48.0,177.6,19.0
Dés de jambon,"Auchan,Pouce,Auchan Production,Groupe Auchan",4.0,18.0,478.04,13.0
Cervelas qualité choix,"Pouce,Auchan",4.0,12.0,320.42,25.0
Cassoulet,"Auchan, Pouce",4.0,83.0,45.88,3.0
Jambon cru fumé,"Auchan, Pouce",4.0,-3.0,693.38,26.0
"Riz cantonaisOmelette, porc, petit pois et carottes",Auchan,4.0,39.0,45.88,4.0
Véritables cervelas d'Alsace,"Michel et Augustin, Auchan, Terroir",4.0,40.0,143.2,20.0
Véritables knacks d'Alsace,"Mmm !,Auchan, Terroir",4.0,27.0,542.8,22.0
"A Table en côte d'armor 2 Galettes bretonnes œuf, jambon emmental","Produit de terroir,Mmm!,Auchan, Terroir",4.0,104.0,105.08,12.0
"A table en côte d'ArmorGalettes Bretonnes pommes de terre, lardons, fromage","Mmm,Auchan, Terroir",4.0,98.0,74.0,11.0
Saucisson à l'ail fumé qualité supérieure,Auchan,4.0,1.0,606.8,19.0
Le croque jambon fromage fondu,Auchan,4.0,38.0,144.3,14.0
"Tartiflette - Pommes de terre, lardons, reblochon et oignons",Auchan,4.0,62.0,65.12,4.0
Dés de jambon,Auchan,4.0,38.0,592.0,14.0
Allumettes Bacon Fumées,"Auchan,L'oiseau,Auchan Production,Groupe Auchan",4.0,14.0,654.9,12.0
Poulet basquaise et son riz blanc,Auchan,4.0,27.0,137.2,2.0
Lasagnes à la Bolognaise,Auchan,4.0,37.0,605.02,4.0
Recette du vietnamnems porcx4 / sauces nuoc mam,Auchan,4.0,30.0,71.04,11.0
RECETTE D'ASIE8 nems au porc avec sauce nuoc mam PICTO : 8 nems + 3 sachets de sauce,Auchan,4.0,30.0,108.04,8.0
Nems Poulet,"Auchan,Auchan Production,Groupe Auchan",3.0,50.0,54.39,6.0
RECETTE D'ASIEnems volaille menthe sauce nuoc mam8 nems + 3 sachets de sauce,"Auchan,Auchan Production,Groupe Auchan",3.0,54.0,64.02,5.0
RECETTE DES INDESsamossas bœuf sauce aigre douce4 samossas + 2 sachets de sauce,Auchan,4.0,-8.0,486.88,8.0
Recette d'indesamossa pouletx4 sauces aigre douce,"Auchan Samossa Volaille, Auchan",4.0,2.0,83.79,7.0
RECETTE D'ASIEASSORTIMENT ASIATIQUEX124 SAMOSSAS POULET4 MINI NEMS PORC4 ACRAS MORUESAUCES NUOC MAM et AIGRE DOUCE,Auchan,4.0,-12.0,59.59,11.0
Couscous 1kg,Auchan,4.0,48.0,76.93,4.0
Choucroute garnie d'Alsace cuisinée au Riesling,"Auchan, Terroir",4.0,54.0,106.22,10.0
Couscous 450g,Auchan,4.0,65.0,98.0,2.0
Tartiflette au reblochon de savoie,"Mmm !,Auchan, Terroir",4.0,84.0,74.0,8.0
Blanc de poulet aux fines herbes,Auchan,4.0,41.0,426.3,3.0
Choucroute garnie d'Alsace cuisinée au Riesling,"Auchan, Terroir",4.0,54.0,138.16,10.0
Recette d'indeassortimentindienx205 samossas legumes5 samossas poulet5 pakoras legumes5 galettes de pomme de terresauce tomate pimentee et sauce blanche,Auchan,4.0,-7.0,208.93,10.0
RAVIOLI Sauce Bolognaise,"Auchan,L'oiseau,Auchan Production,Groupe Auchan",4.0,84.0,358.0,4.0
"2 QUICHES LORRAINECRÈME FRAÎCHE, LARDONS FUMÉS et EMMENTAL",Auchan,4.0,23.0,79.18,15.0
Saucisses cocktailIssues de l'agriculture biologique,"Auchan Bio,Auchan",4.0,43.0,473.6,20.0
Steaks hachés pur boeuf 5% matières grasses,Auchan,1.0,8.0,3580.0,0.0
Chili con carne et riz blanc,"Auchan,L'oiseau,Auchan Production,Groupe Auchan",4.0,-1.0,501.2,2.0
Quenelles de veau sauce financière,Auchan,4.0,53.0,98.4,9.0
Tartiflette,Auchan,4.0,73.0,66.6,4.0
Knacks,Auchan,4.0,32.0,542.8,22.0
Véritable Jambon persillé de Bourgogne,Auchan,4.0,41.0,303.4,11.0
choucroute garnie,le charcutier auchan,4.0,54.0,71.68,7.0
Sauce tomate à la bolognaise,"Pouce,Auchan",4.0,19.0,508.36,0.0
Rillettes de saumon rose du Pacifique,Auchan,4.0,11.0,312.0,2.0
Spaghetti Bolognaise,Auchan,4.0,52.0,179.0,2.0
Torsades a la carbonara,Auchan,4.0,55.0,51.8,4.0
Veau aux légumes et ses pâtes,Auchan,4.0,29.0,1086.5,3.0
Saumon sauvage du pacifique fumé au bois de hêtre,AUCHAN,3.0,14.0,19.5,15.0
Jambon fromage,Auchan,4.0,57.0,111.74,11.0
Recette du vietnamassortiment mini nemsx6 pouletx6 porcsauce nuoc mam,"Auchan,Auchan Production,Groupe Auchan",4.0,54.0,68.166,7.0
Recette d'IndeMini samossas assortiment - 4 poulet - 4 bœuf - x8 - sauces aigre douce,Auchan,4.0,-7.0,243.44,7.0
Les recettes du traiteur orientale,Auchan,4.0,64.0,104.34,14.0
Quenelles de volaille sauce champignons,Auchan,4.0,44.0,30.55,8.0
Jambon cuit choix 4 tranches 180g,"Pouce,Auchan",4.0,18.0,606.8,11.0
Tartiflette au reblochon de savoie,"Auchan, Terroir",4.0,56.0,74.0,8.0
Cordons bleus de volaille,"Pouce, Auchan",4.0,18.0,135.17,6.0
Rillettes de saumon,"Auchan, Auchan Bio",4.0,39.0,370.05,4.0
Sauce tomate bolognaise,"Auchan, Auchan Bio",3.0,50.0,501.2,0.0
"Nems de Volaille Menthe, sauce Nuoc Mam",Auchan,4.0,33.0,57.82,1.0
RECETTE D'ASIE4 nems au porc (+1 gratuit) avec sauce nuoc mamPICTO : 4 nems (+1 gratuit) + 2 sachets de sauce,"Auchan Recette D’asie, Auchan",4.0,30.0,107.3,11.0
RECETTE D'ASIEnems volaille menthe sauce nuoc mamPICTO : 4 nems (+1offert) + 2 sachets de sauce,"Recette d'Asie,Auchan",3.0,32.0,55.37,5.0
Jambon chèvre Fromage frais,Auchan,4.0,33.0,158.36,13.0
ClubJambon beurreSans croûte,Auchan,4.0,31.0,278.24,14.0
Rôti de Poulet,Auchan,4.0,50.0,480.2,3.0
Flammekueches - recette alsaciennelardons + oignons,Auchan,4.0,62.0,88.8,12.0
MIni pizzas Jambon fromageJambon + Mozzarella + Emmental,Auchan,4.0,45.0,148.0,11.0
"Salade CésarPoulet rôti, Oeuf dur, Copeaux de parmesan et croûtons. Sauce ""César"" au parmesan","PALLSE SNACK, Auchan",4.0,40.0,72.52,4.0
Gratin de macaroni au jambon,Auchan,4.0,57.0,51.06,4.0
20 mini croques monsieur jambon emmental,Auchan,4.0,38.0,126.54,12.0
RECETTE DES INDESsamossas bœufsauce aigre douce+ 1 GRATUIT5 samossas + 1 sachet de sauce,"Recette des Indes,Auchan",4.0,-7.0,544.16,8.0
Recette d'indesamossa pouletsauces aigre douce4 +1 offert,Auchan,4.0,-8.0,93.59,7.0
"Flammekueche, fromage blanc, lardons fumés, oignons","Mmm!,Auchan, Terroir",4.0,53.0,91.02,13.0
Riz poulet à l'indienne 300g,Auchan,4.0,23.0,191.1,3.0
Moussaka,Auchan,3.0,13.0,501.2,2.0
Poulet Curry et Riz,Auchan,4.0,21.0,256.27,3.0
Emincés de Poulet Rôtis,Auchan,4.0,39.0,396.9,2.0
Auchan Chiffonnade Chori 80g,Auchan,4.0,16.0,674.88,33.0
Chiffonnade de mortadelle,Auchan,4.0,24.0,651.2,20.0
"10 Knacks - Saucisses de Strasbourg ""pur porc""",Auchan,4.0,26.0,473.6,20.0
Blanc de poulet,Auchan,4.0,20.0,443.94,12.0
Pain de mie completPoulet rôtiMayonnaise,Auchan,4.0,42.0,173.95,5.0
Pâté en croûte cocktail,Auchan,4.0,-2.0,211.64,17.0
Aiguillettes de poulet panées crousty,Auchan,4.0,20.0,259.7,2.0
Cordon bleu Poulet x2,Auchan,4.0,23.0,613.25,5.0
