product_name,brands,nova_group,environmental_score_score,carbon_footprint_combined,nutrition_score_combined
Lamelles de kebab au poulet et coupées sur broche,France Kebab Family,4.0,,421.4,11.0
Noolam,Noolam,4.0,46.0,421.4,11.0
Les kebab balls,france kebab,4.0,,102.5,13.0
Tarama au saumon fumé,Mille Olives,3.0,75.0,55.0,30.0
Taboulet au poulet,Soléane,4.0,70.0,49.0,6.0
Fougasse aux lardons,Cuit sur place,4.0,75.0,118.4,6.0
Rillettes de saumon,Groix & Nature,4.0,35.0,408.75,5.0
Rillettes de Saumon Bio,Groix & Nature,4.0,6.0,27.5,5.0
Burgers de dinde épicés,Mahdia,4.0,36.0,383.5,18.0
Tenders de poulet épicés,Mahdia,4.0,16.0,289.1,16.0
Tenders poulet Indian,Mahdia,4.0,22.0,289.1,12.0
Blanc de poulet,Mahdia,4.0,,465.5,3.0
Poulet rôti Halal,Mahdia,4.0,20.0,465.5,11.0
Steacks Hachées 100% Pur Boeuf,GAM’GEL,1.0,-6.0,3580.0,12.0
8 steaks hachés façon bouchère,Selba,1.0,8.0,3580.0,6.0
Aiguillettes de Poulet,Scala,1.0,27.0,490.0,-6.0
Bœuf Bourguignon,Régal Catalan,4.0,-8.0,2349.2,5.0
Terrine de campagne,délices de l'Arceau ,4.0,,111.0,16.0
Aligot Saucisse,Maison carrier,4.0,60.0,614.2,14.0
Aligot saucisse,Les Gastronautes,4.0,60.0,614.2,15.0
Brats l'Originale,Johnsonville,4.0,,666.0,21.0
Saucisses Fraîches Brats le goût intense,Johnsonville,4.0,,666.0,20.0
Brats saveur Ail & Romarin,Johnsonville,4.0,,673.4,20.0
"Brats, Saveur Épicée",Johnsonville,4.0,,666.0,21.0
Brat's saucisse oignon vin blanc x4,Johnsonville,4.0,,666.0,19.0
Sauce tomate à l'huile d'olive Bolognaise,Florelli,3.0,77.0,237.6,-2.0
La galette savoyarde,"Creperie de guerledan,Crêperie de Guerlédan",4.0,,44.4,4.0
La galette nordique,Crêperie de Guerlédan,4.0,52.0,77.0,11.0
Le pate au rocamadour,Les saveurs du hameau,3.0,,481.0,16.0
Yakitoris snack mini brochettes sésame pavot avec sauce teriyaki ARMORIC,Apero Yumi,4.0,,6045.0,18.0
Terrine Campagnarde,Salaisons du Velay,3.0,,372.22,23.0
10 Burgers,Arcadie Sud-ouest,4.0,,1718.4,8.0
Steaks Hachés,Arcadie,1.0,-16.0,3580.0,11.0
10 steaks hachés,Arcadie,1.0,8.0,3580.0,5.0
10 Steaks hachés 20% MG,"Pouce, Auchan",1.0,,3580.0,11.0
Boulettes,"Pouce,Auchan",4.0,,1718.4,11.0
Steak Haché Surgelé Façon Bouchère,Arcadie Sud-Ouest,1.0,23.0,3580.0,5.0
Rillettes gourmandes de Volaille à la Thaï,Les cocottes du Fougeray,3.0,50.0,362.6,21.0
Rillettes de Poules,Les Délices des Petites Guignières,3.0,46.0,294.0,19.0
Bœuf bourguignon et farfalles,Lechef,4.0,17.0,28.12,2.0
Nems porc sésame et wasabi,Asia Traiteur,3.0,33.0,185.0,12.0
8 nems poulet au gingembre,Asia Traiteur,3.0,27.0,117.6,5.0
Poulet & Rostis sauce emmental & parmesan,Lechef,4.0,99.0,187.06,8.0
Blanquette de Veau & Duo de Riz Cuisiné,Lechef,4.0,5.0,615.0,3.0
"Couscous au Poulet, Merguez, Boulette de Volaille",Lechef,4.0,42.0,93.1,4.0
Paella royale,Lechef,4.0,33.0,93.1,0.0
Poulet marine sauce aux cèpes,Lechef,4.0,26.0,93.1,2.0
Couscous Royal,Lechef,4.0,,122.5,3.0
Paëlla au Poulet et aux Fruits de Mer,,4.0,34.0,93.1,3.0
Saumon sauce beurre blanc chablis,Le Chef,4.0,35.0,390.0,4.0
Filet d'Oie en civet,Lechef,4.0,,37.74,11.0
Pavé de Saumon sauce beurre blanc Chablis,Lechef,4.0,21.0,390.0,14.0
Filet d'oie en civet,Lechef,4.0,37.0,30.34,11.0
Poulet aux Cèpes - Pâtes Radiatori,Carrefour,4.0,,93.1,1.0
Jarret de porc à la diable,Lechef,4.0,,547.6,13.0
pâtes torsades à la bolognaise,Lechef,4.0,,358.0,4.0
Langue de boeuf sauce piquante,U,4.0,7.0,716.0,8.0
Mini ravioli jambon fromage Bio,Coquelicot,3.0,,43.66,3.0
Ravioli Saumon Fumé,Les Artisans du Bio,3.0,,55.0,11.0
Saucisse De Montbeliard Igp X2,Bonval,3.0,32.0,722.98,23.0
"La pizza Jambon, champignons, parmesan","À table !,Àtable !",3.0,,22.2,11.0
Boeuf à la normande,,3.0,,1145.6,5.0
Délice au saumon et noix de St Jacques,,4.0,,253.5,3.0
Saumon marine au basilic,,4.0,,578.5,18.0
Roti de saumon farci saint Jacques,Les Rôtis,4.0,,325.0,3.0
2 crêpes garnies jambon emmental Crêperie Le Guen,Crêperie Le Guen,4.0,60.0,234.58,14.0
Anchaud confit de porc,Conserverie Du Manoir,4.0,,703.74,15.0
BISCUIT ENROBE NOIR fourré ORANGE,BIOCOOP,3.0,,0.0,25.0
Steack Haché 15% MG,Eco+,1.0,14.0,3580.0,5.0
Steak Hachés Pur Boruf,Eco+,1.0,14.0,3580.0,5.0
6 chipolatas,Eco+,4.0,51.0,614.2,23.0
4soucisses de Toulouse,Eco+,4.0,21.0,614.2,23.0
6 Merguez,Eco+,4.0,10.0,2506.0,21.0
10 hamburgers,Eco+,4.0,,1704.08,11.0
Viande hachée 100% pur boeuf,ECO+,,,3580.0,11.0
30 boulettes au boeuf,Eco+,4.0,,1718.4,21.0
6 chipolatas aux herbes,Eco+,4.0,51.0,614.2,23.0
Rôti de porc,Eco,4.0,29.0,606.8,15.0
Steaks hachés,"€.C.O.+,ECO+",,17.0,3580.0,8.0
Bloc de jambon cuit standard,Eco +,4.0,28.0,436.6,13.0
Épaule cuite,eco,4.0,,436.6,15.0
Rillettes du Mans - Sans Arôme,"Eco+,E.Leclerc,Leclerc",4.0,45.0,643.8,21.0
Saucisses de Strasbourg,Eco,4.0,28.0,296.0,22.0
Mousse de Foie Qualité Supérieure 300G Eco+,ECO+,4.0,,244.2,16.0
Jambon Cuit Standard,Eco+,4.0,40.0,592.0,13.0
Cervelas,Eco+,4.0,,370.0,17.0
Le plateau de roulés pour l'apéritif,"O tapas,O'Tapas",4.0,,370.0,17.0
Sugo Alla Bolognese,Tradizioni D'Italia,4.0,11.0,611.0,6.0
Bresaola della Valtellina,Tradizioni d'Italia,4.0,8.0,3436.8,23.0
Rouge de Volaille,Al Jadid,4.0,,362.6,-1.0
Nuggets de poulet,Aljadid Professionnel,4.0,12.0,347.9,11.0
Roulade de volaille,Al jadid,4.0,,254.8,17.0
Bacon de dinde,Aljadid Professionnel,4.0,27.0,598.0,16.0
Chorizo pur boeuf,Al Jadid,4.0,16.0,3222.0,14.0
Égrené au boeuf cuit,Aljadid Professionnel,4.0,,3043.0,13.0
Délice de Volaille,Al jadid,4.0,,362.6,24.0
Roti de dinde,Al jadid,4.0,13.0,383.5,14.0
Steaks Hachés,Al Jadid,1.0,8.0,3580.0,11.0
Saucisse de dinde,Al jadid,4.0,22.0,234.0,17.0
Finger de Poulet,Al jadid,4.0,22.0,343.0,1.0
Préfou Savoyard,Paso,4.0,,185.0,21.0
Prefou saumon fume,Paso,4.0,,231.0,21.0
Mini Bacon Burgers,Paso,4.0,,66.6,19.0
Préfoot,Paso,4.0,,185.0,23.0
Yaourt Abricot,Ferme du Marais,4.0,101.0,0.0,6.0
Émincés de Poulet,Délices & Snacks,4.0,23.0,441.0,3.0
Jambon de Bayonne IGP,Salaison de l'Adour,3.0,22.0,717.8,30.0
Jambon Bayonne,Bayonne,3.0,17.0,717.8,26.0
Noix de jambon (2) 80g CC,Biocoop,4.0,50.0,658.6,7.0
Jambon blanc supérieur (4) 160g CC,Biocoop,4.0,49.0,658.6,11.0
Carré d'épaule (4) 160g CC,Biocoop,4.0,,673.4,11.0
Jambon blanc supérieur,Biocoop,4.0,49.0,658.6,12.0
Jambon blanc supérieur,Biocoop,4.0,52.0,658.6,11.0
Jambon blanc sup s/sel nitrité (2) 80gCC,Biocoop,4.0,52.0,658.6,12.0
Jambon blanc supérieur (2) 80g CC,Biocoop,4.0,49.0,658.6,15.0
Yaourts aux fruits mixés,Biocoop,4.0,84.0,0.0,4.0
Hachis de Boeuf et ses légumes,Les P'tits Cuisinés,3.0,,1002.4,0.0
Sauté de porc,Biocoop,3.0,,185.0,10.0
Terrine foie de volaille 180g,Biocoop,3.0,106.0,370.0,19.0
Terrine foie de volaille pruneaux,Biocoop,3.0,,347.8,19.0
Sauce bolognaise boeuf,Biocoop,3.0,51.0,716.0,3.0
Choucroute garnie,Biocoop,3.0,98.0,66.6,5.0
Rôti porc herbes ssel nitrit (4) 200g,Biocoop,3.0,38.0,658.6,13.0
Rôti porc poivre s/sel nitrité,Biocoop,3.0,46.0,658.6,13.0
Bacon fumé sans sel nitrité (10) 125g,Biocoop,3.0,,673.4,13.0
Boudin blanc (2),Biocoop,3.0,20.0,383.32,8.0
Saucisson ail sans sel nitrité,Biocoop,3.0,35.0,666.0,22.0
Saucisson sec comté,Biocoop,3.0,63.0,666.0,28.0
Saucisson sec allégé,Biocoop,3.0,,710.4,30.0
Nuggets de poulet,Biocoop,3.0,58.0,245.0,3.0
Fuet sans sel nitrité 150g CC,Biocoop,3.0,,717.8,17.0
Merguez (4) 240g,Biocoop,3.0,17.0,1503.6,20.0
Chair à saucisse s/sel nitrité,Biocoop,3.0,,691.16,16.0
Lardons nature s/sel nitr,Biocoop,3.0,50.0,673.4,19.0
Poulet Tikka massala,Cookedbydorothée,4.0,51.0,132.3,4.0
Pâté de campagne à la fleur de sel,Secrets De Famille,4.0,32.0,370.0,12.0
Petit patée Figue et noix,Les Frangines,3.0,,333.0,14.0
Bœuf Bourguignon,Nutrisaveurs,4.0,-8.0,3150.4,4.0
Aiguillettes De Poulet Et Sa Ratatouille,Nutrisaveurs,4.0,23.0,181.3,-1.0
Mousse de saumon,La Perle Des Dieux,4.0,,240.5,13.0
Mousse de Saumon,La Perle des Dieux,4.0,,240.5,12.0
Rillettes de Saumon & Thon,La Perle des Dieux,4.0,40.0,240.5,11.0
Émietté de saumon asperge et citron,La Perle des Dieux,3.0,,331.5,4.0
Émietté de saumon aux 2 poivrons,La Perle des Dieux,3.0,,331.5,3.0
Konjac Box recette Bolognaise,Dukan,4.0,,340.1,2.0
Noodles de Konjac à la bolognaise,Dukan,4.0,,358.0,2.0
Le plaisir charolais,Bionoor,1.0,19.0,3580.0,6.0
Pizza Surgelee Lardons Champi Sans Gluten,Nature Et Cie,4.0,,28.12,5.0
Cake saumon poireaux Bio,zen sans gluten,4.0,,39.6,4.0
Quiche Lorraine Sans Gluten,Zen & Sans Gluten,4.0,44.0,64.38,11.0
Terrine de foie pure volaille,La ferme de Valensole,3.0,,147.0,4.0
Boulettes de Viande au Bœuf et Oignons,Aux Saveurs d'Ardennes,4.0,,1503.6,11.0
Bouchons Porc Combava,En Mode Créole,4.0,,544.64,1.0
Viande de porc de race ibérique,Délicadezas Ibericas,1.0,,740.0,7.0
Haché de poulet,Aldelis,4.0,27.0,441.0,3.0
Terrine berrichonne à la bière noire,La Cognette,3.0,,562.4,21.0
Terrine berrichonne aux pleurotd,La Cognette,3.0,,525.4,18.0
Cordons bleus,Chicky's,4.0,23.0,191.1,4.0
6 Samosas au Poulet Tika,Déli's World,4.0,13.0,161.7,1.0
8 brochettes poulet sauce satay,Desli’s World,4.0,22.0,343.0,2.0
Soupe pho au boeuf,Déli's World,4.0,,322.2,2.0
"Jambon Sec Pata Negra 80G,",Frais Devant,3.0,,370.0,31.0
YA avoine-haver myrtille,YA,4.0,,0.0,3.0
Terrine de campagne aux algues,La Ferme du Boschet,3.0,,444.0,19.0
Les Petits Feuilletés - Saumon - Tomate & Poivron - Façon Lorraine - 3 Fromages,Blini,4.0,,73.91,14.0
20 Mini Paniers Savoureux,Labeyrie,4.0,,104.0,10.0
Tourte au Bloc de Foie Gras de Canard (Dinde et Marrons),Labeyrie,4.0,44.0,91.0,14.0
Tourte Gourmande aux Deux Saumons 4 6 parts Fleurettes de Brocolis et sa pointe de,Labeyrie,4.0,,104.75,14.0
Mini feuilletés,,4.0,,179.7,21.0
"2 Fajitas « à la Texane » Poulet, poivrons & sauce Barbecue",Blini,4.0,63.0,485.1,10.0
Paniers. Gourmands Jambon Fromage,Toupargel,4.0,10.0,222.0,16.0
6 Paniers Emmental Chorizo - surgelé 480 g,Toupargel,4.0,,680.8,18.0
Les Gougères aux Deux Saumons,Blini,4.0,50.0,98.35,16.0
4 Paniers Feuilletés Légumes du Soleil Poulet,Blini,4.0,17.0,480.2,15.0
Gougères aux deux saumons,Blini,4.0,51.0,98.35,16.0
Route Des Regions,Blini,4.0,72.0,43.66,17.0
Ambiance de fêtes,Blini,4.0,,16.9,17.0
Sapin en hiver,Blini,4.0,,44.85,18.0
Tarte soleil scandinave,Blini,4.0,,71.5,20.0
Les Nuits enchantées,Blini,4.0,44.0,44.85,17.0
Yakitori,,4.0,26.0,274.4,1.0
Teppanyaki,Lidl,4.0,23.0,98.0,2.0
Gyoza Boeuf et Légumes,Ajinomoto,4.0,55.0,644.4,7.0
Gyoza,LIDL,3.0,,88.2,3.0
Verde Saumon,Sushi Daily,4.0,,58.5,0.0
Terrine de canard au magret fumé,Carré d'Éden,4.0,28.0,240.5,20.0
Nems  au poulet,Les p'tits chefs du bio,4.0,51.0,63.7,3.0
Rillettes aux deux saumons,delices d'oleron,,6.0,331.5,14.0
Cordon Bleu de Dinde,Kéranna Production,4.0,23.0,129.45,12.0
Nuggets de dinde,KERANNA,4.0,21.0,207.73,5.0
Pané de dinde,Keranna Productions,4.0,27.0,144.3,13.0
California Maki 12P,,4.0,38.0,149.5,-4.0
Déliss' de Poulet fumé,Arabi,4.0,20.0,343.0,14.0
"Blanc de Poulet (Poulets à Rôtir  ou à Griller, Frits, Cuits)",Arabi,4.0,19.0,343.0,14.0
Crousty Nuggets,Arabi,4.0,22.0,328.3,5.0
Escalopines panées,Arabi,4.0,22.0,357.7,11.0
Chicken fingers,Arabi,4.0,22.0,333.2,19.0
Le Gros Sec,Arabi,4.0,21.0,1074.0,32.0
Burger a l'oignon,Arabi,4.0,-5.0,1825.8,16.0
Soupe de poissons,Leader Price,4.0,1.0,130.0,3.0
Tajine de poulet aux fruits secs et pois chiches,Bistrot De Chef Par Michel SARRAN,4.0,20.0,138.368,-4.0
Smiley - Nuggets de poulet panés,Giraudi,4.0,30.0,289.1,11.0
Viande kebab,oumaty,4.0,,392.0,14.0
Tartinable au beaufort,Les Cols Rouges,4.0,,621.6,18.0
Tranchettes de saumon Atlantique fumé,Meralliance,3.0,10.0,630.5,12.0
Assortiment :winter Box,Ayumi,4.0,60.0,96.85,8.0
Saumon fumé Norvège,Petit Navire,3.0,34.0,630.5,17.0
Saumon fumé Écosse,Petit Navire,3.0,36.0,630.5,18.0
Saumon Atlantique Fumé,Petit Navire,3.0,34.0,631.8,18.0
Saumon fumé d'Alaska Petit Navire,Petit Navire,3.0,38.0,630.5,15.0
Saumon Fumé Norvège,Petit Navire,3.0,25.0,630.5,17.0
Saumon fumé ecosse,Petit Navire,3.0,24.0,630.5,18.0
Saumon fumé Norvège,Petit Navire,3.0,25.0,630.5,17.0
Saumon fumé Ecosse,Petit Navire,3.0,10.0,630.5,18.0
Saumon Fumé de Norvège,Petit Navire,3.0,38.0,630.5,17.0
Saumon fume ecosse,Petit Navire,3.0,10.0,630.5,18.0
Saumon fumé,Petit Navire,3.0,10.0,630.5,17.0
Saumon Fumé,Petit Navire,3.0,35.0,631.8,18.0
Saumon fumé Norvège 🇳🇴,Petit Navire,3.0,25.0,630.5,17.0
Saumon d'Alaska fumé,Petit Navire,3.0,25.0,630.5,15.0
Rillettes de saumon,Petit Navire,4.0,6.0,104.5,14.0
Saumon fumé,Petit Navire,3.0,38.0,630.5,17.0
Saumon de Norvège,Petit Navire,3.0,38.0,630.5,17.0
Gyoza Poulet,Aki Yaki,4.0,69.0,98.0,1.0
Dés de Saumon Fumé aux Graines de Pavot et de Sésame,Le Fumoir du Poissonnier,3.0,15.0,533.5,15.0
Duo de Saumon,L'Apéro du Poissonnier,4.0,,214.5,2.0
Saumon Teriyaki avec du riz,Wei Ming,4.0,,188.5,6.0
Rouleaux impériaux poulet curry x 4,Wei Ming,3.0,,53.9,9.0
Rouleaux impériaux poulet curry préfrit x 4,Wei Ming,3.0,52.0,53.9,9.0
Bagel Americano,Crous resto',4.0,,3472.6,5.0
Mauricette jambon fromage (Paname),Crous Resto',4.0,28.0,148.0,11.0
Pasta amatriciana,"Fuxia,Fuxia Traiteur",4.0,63.0,65.12,7.0
NoCOé Crackers Romarin,Nocoé,3.0,,0.0,-1.0
Jambon cuit supérieur,Elibio,4.0,50.0,658.6,8.0
Lardons nature,Elibio,4.0,54.0,651.2,12.0
Duo de mini burgers,PASO,4.0,,1814.6,17.0
Croque saumon aneth,My pie,3.0,37.0,104.0,13.0
Dinde à l'orange purée de pomme de terre,Comme J'aime,4.0,26.0,162.5,2.0
Saumon fumé Norvège,LA PETITE FABRIQUE,3.0,10.0,630.5,17.0
Saumon fumé Norvège,"La petite fabrique du saumon fumé,Pure saumon",3.0,41.0,630.5,17.0
Rillettes de saumon,Le Cayenne,4.0,6.0,840.0,15.0
Manhattan Hot dog - La Box,Manhattan Hotdogs,4.0,11.0,2452.3,14.0
Saumon au Naturel,Scott,3.0,39.0,455.0,1.0
Saumon à L'Huile d'Olive,SCOTT,3.0,30.0,455.0,12.0
Rissoles de Savoie façon Tartiflette,"R'Zules,Rissole de Savoie",4.0,,59.2,12.0
Duo de Saumons Crème et Citron vert,L'atelier Bernard Marot,4.0,6.0,275.0,13.0
Poulet au curry & riz basmati,Easymeal,4.0,20.0,147.0,2.0
10 steaks hachés 100% pur boeuf (15% MG),Les surgelés Eljaouda,1.0,-1.0,3580.0,5.0
Pizzéro,Pizza gondole,4.0,,61.42,6.0
Ravioli pur bœuf sauce italienne,Les Délices de Yemma,4.0,60.0,268.5,5.0
Volaille bœuf nature amylace,KENZA,4.0,,393.8,18.0
Saucisson Halal boeuf olive,Kenza,4.0,,358.0,18.0
Carbonade Flamande,,4.0,,2398.6,5.0
,Papoun'et saveurs,3.0,,74.0,7.0
"Chili con carne, haricots rouges, tomate et épices",Les Recettes de Dorothée,4.0,-5.0,225.54,1.0
Poulet coco caramel,Les recettes de Dorothee,4.0,28.0,107.8,5.0
Tartiflette au curé Nantais,Monsieur et Madame Boc,4.0,69.0,643.8,12.0
Kumoroll - Saumon Cream Cheese,Kumo,4.0,,71.5,-1.0
BAGHERA,enfin,3.0,,5.0,9.0
Rillettes de porc,,3.0,40.0,466.2,18.0
Onigiri saumon sauce teriyaki,SO'NiGiRi,3.0,,68.9,4.0
Руска салата,Олинеза,4.0,,74.0,4.0
Руска салата с шунка,,4.0,,29.6,7.0
Delishu,,3.0,,125.0,18.0
Couscous Royal,Fleury Michon,4.0,,3063.0,6.0
Pašteda kokošja,Argeta,4.0,,142.1,12.0
Argeta Junior Chicken Pate,Argeta,4.0,,127.4,14.0
Jambon cuit découenné & dégraissé,Bonjour Campagne,3.0,51.0,666.0,11.0
Würstchen,"Böklunder, Böklunder, Böklunder, Böklunder",4.0,,555.0,18.0
Wiener würstchen,Böklunder,4.0,,592.0,20.0
Pommersche Grobe Gutsleberwurst,Rügenwalder Mühle,4.0,,651.2,19.0
Schinkenspicker Feine Schinkenwurst,Rügenwalder Mühle,4.0,,562.4,20.0
Mini Wini Würstchenkette,Meica,4.0,,577.2,17.0
Ragout Fin,"Meica, 09.01.2023, 09.01.2025",4.0,46.0,246.0,11.0
Fleischwurst,"Herta, Hertha",4.0,,540.2,23.0
Knacki,Herta,4.0,22.0,569.8,22.0
Ravioli frais au saumon fumé,BIO VERDE,3.0,,33.0,6.0
Aufschnitt-Platte,Ponnath,4.0,,584.6,22.0
Ristorante - Pizza royale,"Dr Oetker,Dr. Oetker",4.0,53.0,71.78,6.0
Ristorante Pizza Mare,Dr. Oetker,4.0,,59.15,11.0
Dr. oetker Pizza Casa Di Mamma Prosciutto-funghi,"DR. OETKER, Casa di Mama - Dr. Oetker",4.0,29.0,53.28,6.0
Casa di Mama,Dr. Oetker,4.0,,25.9,11.0
Casa di Mama - Pizza Hawaï,Dr. Oetker,4.0,34.0,43.66,11.0
Pizza Ristorante Carbonara,DR. OETKER,4.0,,52.54,13.0
Delizza royale,"Dr. Oetker,Dr.Oetker",4.0,43.0,74.0,11.0
Pizza Delizza Bolognese,"Dr. Oetker,Kraft",4.0,13.0,322.2,11.0
Pizza pancetta,Dr. oetker norge as,4.0,,66.6,13.0
Pizza ristorante bianca patata prosciutto,dr oetker,4.0,,44.4,12.0
,Dr. Oetker Norge AS,4.0,,103.6,11.0
Pizza beetroot base,Dr. Oetker,4.0,,45.14,11.0
Ristorante Pizza Prosciutto,Dr. Oetker,3.0,,103.6,5.0
Ristorante Pizza Speciale,Dr. Oetker,4.0,,41.44,13.0
Ristorante Pizza Bolognese,Dr Oetker,4.0,,429.6,6.0
Hähnchenbrustfilet in Chili-Rinder-Aspik gepökelt,Wiltmann,4.0,26.0,298.9,19.0
Lasagne Bolognese,Alberto,3.0,44.0,259.22,14.0
Pizza Gigante Speciale,"Papa Toni's,Lidl",4.0,,29.6,12.0
Sauce bolognaise avec viande,Miracoli,4.0,39.0,432.0,6.0
Sonnen Bassermann Grüne Bohnen Eintopf Rind 4002473962355,"Sonnen Bassermann, Zutaten Wasser, 27% grüne Bohnen, 10% Kartoffeln, 8.2% Karotten, 3% gekochtes Rindfleisch (Rindfleisch, Wasser, Speisesalz), Stärke, Zwiebeln, Speisesalz, Zucker, modifizierte Stärke, Rapsöl, Verdickungsmittel (Guarkernmehl), Kräuter, Aroma, Gewürze (enthält Senf), Branntweinessig, Gewürzextrakt. Allergene: Senf Spuren: Sellerie, Eier, Gluten, Milch, Soja",4.0,,107.4,1.0
Rindergulasch Simon,"Simon,Simon GmbH",4.0,,1825.8,5.0
Corned Beef,"Hereford,Herrford",3.0,,3526.3,14.0
Chili con Carne mit Reis,"Frischeria,Kaufland",4.0,0.0,358.0,2.0
Saucisses fumées de poulet halal,Thamina,4.0,-2.0,367.5,21.0
Hähnchenfiletsteaks,Vossko,4.0,26.0,450.8,1.0
Ravioli Bolognese,Maggi,4.0,,171.84,4.0
Sucre de canne complet Rapadura,RAPUNZEL,,65.0,17.0,19.0
Bio ravioles à la viande,Zimmermann,4.0,,214.6,11.0
Titours Mortadelle,Reinert,4.0,10.0,555.0,18.0
Titours Mousse,Reinert,4.0,,482.0,23.0
Wurst Bärchen-Streich,Reinert,4.0,,500.0,23.0
Roulade de jambon rhénane,"Les Salaisons Lausse,Lausse",4.0,,532.8,22.0
Mortadelle aux pistaches,"Les Salaisons Lausse,Lausse",4.0,9.0,532.8,22.0
Roulade de jambon Alsacienne,"Les salaisons Lausse,Lausse",4.0,,658.6,15.0
Fun Roulades,"Les Salaisons Lausse,Lausse",4.0,17.0,577.2,14.0
Jambon cuit choix découenné et dégraissé,"Sans marque,Sauels France",4.0,18.0,592.0,11.0
Épaule cuite standard,LAUSSE,4.0,,488.4,14.0
Rheinische Schinkenwurst,Sauels,4.0,,532.8,22.0
Épaule cuite standard,Dia,4.0,,488.4,14.0
Jambon cuit Choix,"Lausse,Les Salaisons Lausse",4.0,17.0,606.8,11.0
Blanc de dinde,Lausse,4.0,20.0,559.0,12.0
Jambon superieur,Lausse,4.0,18.0,658.6,11.0
jambon superieur dédouane degraisse,Les Salaisons Lausse,4.0,13.0,658.6,12.0
Blanc de poulet,Les Salaisons Lausse,4.0,,294.0,13.0
Blanc de Dinde,Lausse,4.0,16.0,409.5,17.0
Gulaschsuppe,Dreistern,4.0,,393.8,5.0
Original Nürnberger Rostbratwürste,Schlütter’s Echte,4.0,,703.0,20.0
Hühner Suppe,geti wilba,4.0,,44.1,2.0
Wurst Ferdi Fuchs Mini Würstschen,"Ferdi Fuchs,Stockmeyer",4.0,,592.0,20.0
Datteln entsteint,Kluth,1.0,59.0,788.0,8.0
Gemüse-Linsencurry,Frosta,,,188.0,2.0
Salami De Dinde Tranché Hallal 200g,"Kamar,Emin",4.0,16.0,393.8,30.0
Saucisson de volaille avec viande de boeuf et paprika,Emin,4.0,,208.4,19.0
Pré-tranchées de volaille paprika,Emin,4.0,,49.0,19.0
Pré-tranchées de volaille pistaches,Emin,4.0,,49.0,19.0
Saucisses Fumées De volaille,Kamar,4.0,-2.0,29.4,16.0
Saucisse Orientales De Volaille,Kamar,4.0,-2.0,34.3,15.0
Mini saucisses,kamar,4.0,,34.3,15.0
Filet de saumon en croûte,Costa,4.0,,233.35,13.0
Suprême de cabillaud & saumon,Costa,1.0,-6.0,279.5,-5.0
Delikatess Schinkenzwiebelmettwurst,Netto,4.0,,710.4,19.0
Lachs Creme-Suppe,Lacroix,4.0,-4.0,16.5,5.0
Piccolinis Schinken,Wagner,4.0,54.0,7.4,6.0
Saucisson à l'ail Halal,Kenza halal,4.0,1.0,274.4,24.0
saucisses cocktails,kenza halal,4.0,8.0,488.0,19.0
Saucisses,Kenza,4.0,,488.0,19.0
Cocktails Mini Saucisses,Kenza Halal,4.0,8.0,399.5,21.0
Hot-dog,Kenza halal,4.0,18.0,488.0,15.0
Chutes de saumon rouge du Pacifique fumé décongelées,MOWI CUISE,3.0,15.0,617.5,17.0
Hindi göğsü dilim,Erciyes,4.0,,585.0,12.0
Misket Sosis,Marmara,4.0,-2.0,338.1,25.0
Ochsenschwanzsuppe,Unox,4.0,,318.62,5.0
Lieblingswurst,Wolf,4.0,,444.0,21.0
Bratwurst im Naturdarm,Kinnius,4.0,,592.0,22.0
Speck Würfel,,3.0,40.0,695.6,23.0
Hausmacher Rotwurst,Köthener,3.0,,458.8,23.0
Dumplings,"CJ,Bibigo",4.0,60.0,532.8,8.0
Schlachtekraut,Thüringer Landgarten,4.0,89.0,7.4,0.0
Bouillon mit Rindfleisch,Erntesegen,4.0,,118.14,4.0
Suçuk en tranche,Efepasa Guven,4.0,1.0,4117.0,28.0
Sucuk Pasa Kangal 1 KG X 9 Arev,"Efepasa,Efepaşa",3.0,,3580.0,28.0
dose hindi tavuk sosis,"Efepasa Burcu, efepasa",4.0,3.0,618.0,16.0
Biberli sigir salam dilimli,"Efepasa,",4.0,,2685.0,21.0
Parmak Sucuk,Efepasa,4.0,,3580.0,28.0
Saucisses de volaille Saucilal,Aladin,4.0,-2.0,436.5,17.0
Saucilal - Saucisses de volaille,"Saucilal,Aladin",4.0,3.0,477.3,17.0
Salami de volaille à la graisse végétale,Aladin,4.0,11.0,486.2,32.0
Zeytinli dilim salam,Rif Anoual,4.0,,276.5,24.0
Sosis,Aladdin,4.0,,24.5,9.0
Mini sosis,Aladin,4.0,3.0,249.9,21.0
Sade Dilim Simple,Aladin,4.0,,167.8,22.0
Aladimlis simple,Aladin,4.0,,179.0,24.0
Baharalti Dilim aux Légumes et Fines Herbes,Aladin,4.0,9.0,179.0,24.0
"Aladimlis Mit Oliven, Geflügelfleischerzeugnis Mit. ..",Aladin,4.0,,167.8,21.0
Made for meat - Bacon Jalapeño,Made for meat,4.0,67.0,14.8,14.0
Heringsfilets in herzhaft-deftiger Senf-Sauce mit Zwiebeln und Schinken,Appel,4.0,76.0,22.2,13.0
Dinkel Buchstaben,Naturata,1.0,,0.0,-2.0
36 Tavukburger,Sakir,4.0,37.0,328.3,19.0
Landleberwurst,,4.0,,495.8,20.0
Lahmacun Türkische Pizza,Kaliavi,4.0,,422.44,8.0
Delikatess Bratwurst,Ökoland,4.0,,666.0,18.0
Jambon de la Forêt Noire,Bell,4.0,-1.0,688.2,26.0
